"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10"
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-01","2.01",,"0.00","0.0","3.1","12","18","6",,"  130","  140","8.9","13.0","    1",,,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-02","3.36",,"0.00","0.0","3.1","13","20","8",,"  130","  130","8.9","12.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-03","3.36",,"0.00","0.0","2.0","17","25","12",,"  130","  230","10.1","16.1","    1",,,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-04","1.12",,"0.02","0.1","2.0","23","32","19",,"  340","  190","8.9","12.1","    1",,,,,"    1",,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-05","3.58",,"0.11","0.1","3.1","31","39","29",,"   90","  300","12.1","17.0","    1","    1",,,,"    1",,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-06","1.34",,"0.00","0.0","2.0","32","37","26",,"  300","  300","14.1","15.0","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-07","1.57",,"0.00","0.0","2.0","30","41","24",,"  280","  280","10.1","12.1","    1","    1",,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-08","2.68",,"0.00","0.0","2.0","30","32","29",,"  180","  180","8.9","12.1","    1","    1",,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-09","3.36",,"0.00","0.0","1.2","31","33","30",,"  170","  170","10.1","14.1","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-10","0.89",,"0.00","0.0","0.0","31","34","29",,"  310","  310","6.9","8.1","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-11","1.34",,"0.01","0.0","0.0","33","34","31",,"  250","  250","6.9","6.9","    1","    1",,"    1",,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-12","5.82",,"0.11","0.8","1.2","33","35","30",,"  290","  290","13.0","14.1","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-13","3.13",,"0.00","0.0","0.0","31","37","28",,"  140","  130","12.1","14.1","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-14","8.50",,"0.00","0.0","0.0","32","34","28",,"  150","  150","18.1","23.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-15","8.50",,"0.00","0.0","0.0","31","35","25",,"  150","  160","21.0","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-16","6.49",,"0.34","0.1","0.0","36","42","31",,"  140","  130","21.0","25.9","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-17","3.80",,"0.06","0.0","0.0","34","43","29",,"  170","  180","15.0","19.9","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-18","6.04",,"0.13","0.0","0.0","42","50","35",,"  120","  120","21.9","28.0","    1","    1",,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-19","3.13",,"0.00","0.0","0.0","38","44","30",,"  320","  320","13.0","16.1","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-20","1.12",,"0.00","0.0","0.0","31","34","27",,"  220","  280","6.0","6.9","    1","    1",,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-21","2.91",,"0.00","0.0","0.0","28","33","23",,"  190","  180","8.9","10.1","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-22","4.92",,"0.00","0.0","0.0","29","37","23",,"  150","  150","10.1","13.0","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-23","4.25",,"0.00","0.0","0.0","31","40","26",,"  140","  140","18.1","23.0","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-24","2.01",,"0.00","0.0","0.0","33","40","29",,"  140","  160","10.1","14.1","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-25","2.24",,"0.00","0.0","0.0","35","46","27",,"  280","  280","10.1","12.1","    1",,,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-26","2.91",,"0.00","0.0","0.0","35","43","29",,"  160","  330","8.9","12.1","    1","    1",,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-27","1.34",,"0.04","0.0","0.0","32","39","27",,"  300","  310","8.1","8.9","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-28","2.91",,"0.01","0.0","0.0","36","46","30",,"  130","  120","14.1","18.1","    1","    1",,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-29","4.47",,"0.00","0.0","0.0","38","47","31",,"  130","  130","14.1","16.1","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-30","3.58",,"0.00","0.0","0.0","36","45","28",,"  300","  300","15.0","18.1","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-01-31","5.37",,"0.00","0.0","0.0","34","48","24",,"  310","  310","16.1","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-01","8.50",,"0.14","0.0","0.0","37","42","30",,"  140","  140","16.1","21.9","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-02","4.03",,"0.12","0.0","0.0","37","46","33",,"  120","  120","16.1","19.9","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-03","4.03",,"0.32","0.0","0.0","40","46","38",,"  330","  340","12.1","14.1","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-04","2.46",,"0.11","0.0","0.0","42","52","39",,"  270","  270","10.1","16.1","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-05","11.18",,"0.00","0.0","0.0","47","59","39",,"  120","  120","19.9","23.9","    1","    1",,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-06","14.76",,"0.04","0.0","0.0","57","64","51",,"  250","  250","23.9","32.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-07","11.63",,"0.04","0.0","0.0","57","65","50",,"  130","  130","23.9","32.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-08","10.74",,"0.04","0.0","0.0","53","65","43",,"  140","   80","21.0","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-09","8.28",,"0.38","0.0","0.0","53","57","47",,"   80","   80","19.9","25.1","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-10","5.14",,"0.08","0.0","0.0","47","53","37",,"  290","  310","17.0","23.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-11","9.17",,"0.00","0.0","0.0","44","57","36",,"  140","  150","16.1","21.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-12","2.68",,"0.00","0.0","0.0","46","56","35",,"  140","  310","8.9","10.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-13","4.47",,"0.00","0.0","0.0","44","55","34",,"  170","  170","14.1","15.0","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-14","4.03",,"0.00","0.0","0.0","45","58","38",,"  310","  300","13.0","17.0","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-15","8.28",,"0.00","0.0","0.0","45","54","33",,"  310","  300","21.9","25.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-16","2.91",,"0.00","0.0","0.0","40","51","28",,"  170","  170","12.1","18.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-17","2.91",,"0.00","0.0","0.0","39","52","29",,"  140","  140","16.1","18.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-18","3.58",,"0.00","0.0","0.0","41","56","30",,"  170","  160","12.1","14.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-19","5.14",,"0.00","0.0","0.0","44","59","32",,"  360","  350","14.1","16.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-20","8.50",,"0.00","0.0","0.0","45","53","36",,"  340","  330","21.0","25.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-21","8.28",,"0.00","0.0","0.0","39","49","27",,"  340","  340","23.9","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-22","3.80",,"0.02","0.2","0.0","35","40","25",,"  150","  150","17.0","21.9","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-23","4.03",,"0.00","0.0","0.0","31","42","21",,"  300","  310","12.1","15.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-24","6.04",,"0.00","0.0","0.0","35","53","26",,"  330","  330","15.0","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-25","7.61",,"0.00","0.0","0.0","42","55","31",,"  330","  310","21.9","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-26","7.38",,"0.01","0.0","0.0","43","50","37",,"  300","  310","17.0","21.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-27","8.95",,"0.00","0.0","0.0","42","53","35",,"  140","  140","19.9","23.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-02-28","5.82",,"0.05","0.0","0.0","41","47","30",,"   40","  360","21.0","25.1",,,,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-01","5.59",,"0.01","0.0","0.0","36","47","27",,"  150","  160","21.0","25.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-02","8.95",,"0.00","0.0","0.0","37","49","27",,"  330","  330","21.9","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-03","12.97",,"0.00","0.0","0.0","38","46","28",,"  320","  320","23.0","29.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-04","3.58",,"0.00","0.0","0.0","32","45","20",,"  300","  330","12.1","16.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-05","2.91",,"0.00","0.0","0.0","37","57","26",,"  140","  200","12.1","18.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-06","3.80",,"0.00","0.0","0.0","43","60","31",,"  130","  130","10.1","13.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-07","4.70",,"0.00","0.0","0.0","47","62","35",,"  300","  320","8.9","13.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-08","5.82",,"0.00","0.0","0.0","47","62","32",,"  320","  310","15.0","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-09","4.70",,"0.00","0.0","0.0","48","64","34",,"  130","  320","12.1","16.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-10","5.82",,"0.00","0.0","0.0","51","71","36",,"  150","  140","16.1","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-11","5.82",,"0.00","0.0","0.0","56","61","46",,"  320","  320","16.1","18.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-12","6.71",,"0.00","0.0","0.0","53","64","45",,"  300","  300","19.9","25.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-13","10.51",,"0.00","0.0","0.0","53","70","41",,"  150","  130","19.9","23.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-14","11.41",,"0.11","0.0","0.0","59","66","52",,"  140","  140","18.1","23.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-15","9.62",,"0.00","0.0","0.0","57","68","50",,"  140","  130","21.0","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-16","4.47",,"0.02","0.0","0.0","57","60","47",,"  330","  340","15.0","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-17","5.14",,"0.00","0.0","0.0","51","60","45",,"  340","  320","13.0","18.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-18","8.05",,"0.00","0.0","0.0","49","59","38",,"  330","  310","21.0","32.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-19","3.13",,"0.00","0.0","0.0","48","64","34",,"  140","  140","10.1","12.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-20","5.82",,"0.00","0.0","0.0","53","72","38",,"  130","  150","16.1","18.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-21","6.71",,"0.00","0.0","0.0","57","65","45",,"  310","  320","18.1","23.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-22","8.05",,"0.00","0.0","0.0","53","68","42",,"  130","  270","21.0","29.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-23","10.29",,"0.06","0.0","0.0","52","54","40",,"  270","  260","31.1","40.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-24","11.18",,"0.31","0.0","0.0","45","52","35",,"  300","  310","25.1","31.1","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-25","3.80",,"0.00","0.0","0.0","42","54","32",,"   20","   10","13.0","16.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-26","3.80",,"0.00","0.0","0.0","47","65","34",,"  300","  310","10.1","14.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-27","6.71",,"0.00","0.0","0.0","57","77","45",,"  120","  130","17.0","21.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-28","11.86",,"0.00","0.0","0.0","59","62","42",,"  300","  300","38.9","46.1",,,,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-29","4.92",,"0.00","0.0","0.0","50","67","37",,"  140","  140","12.1","13.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-30","6.49",,"0.00","0.0","0.0","56","77","40",,"  130","  130","19.9","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-03-31","12.75",,"0.00","0.0","0.0","62","68","41",,"  320","  330","32.0","42.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-01","10.51",,"0.00","0.0","0.0","44","53","36",,"  300","  300","25.1","32.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-02","7.38",,"0.00","0.0","0.0","41","54","26",,"  310","  310","21.9","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-03","7.61",,"0.00","0.0","0.0","43","58","30",,"  150","  150","17.0","25.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-04","5.59",,"0.00","0.0","0.0","49","57","40",,"  300","  310","15.0","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-05","6.49",,"0.20","0.0","0.0","48","54","40",,"  250","  260","18.1","23.0","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-06","4.92",,"0.00","0.0","0.0","44","54","36",,"  310","  270","15.0","18.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-07","6.93",,"0.00","0.0","0.0","46","59","39",,"  170","  170","25.9","31.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-08","10.07",,"0.12","0.0","0.0","49","59","43",,"  300","  310","23.0","28.0","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-09","2.91",,"0.00","0.0","0.0","47","61","33",,"  130","  140","10.1","16.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-10","9.62",,"0.00","0.0","0.0","53","69","42",,"  160","  160","17.0","21.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-11","6.04",,"0.21","0.0","0.0","54","57","39",,"  250","  250","23.9","36.0","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-12","4.70",,"0.00","0.0","0.0","43","55","32",,"  130","  320","12.1","16.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-13","12.30",,"0.00","0.0","0.0","55","77","42",,"  140","  130","25.9","32.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-14","18.34",,"0.01","0.0","0.0","52","60","36",,"  300","  330","35.1","45.0",,,,"    1",,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-15","16.33",,"0.00","0.0","0.0","42","57","30",,"  330","  310","30.0","38.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-16","5.37",,"0.00","0.0","0.0","45","63","30",,"  300","  310","14.1","18.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-17","6.93",,"0.00","0.0","0.0","54","72","39",,"  320","  310","15.0","18.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-18","13.42",,"0.00","0.0","0.0","59","73","42",,"  320","  300","28.0","35.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-19","5.59",,"0.00","0.0","0.0","57","69","40",,"  300","  300","17.0","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-20","4.92",,"0.00","0.0","0.0","58","73","40",,"  320","  290","13.0","16.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-21","5.82",,"0.00","0.0","0.0","60","76","45",,"  300","  280","15.0","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-22","10.74",,"0.00","0.0","0.0","59","70","44",,"  310","  290","23.9","30.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-23","5.14",,"0.00","0.0","0.0","53","68","35",,"  320","  310","19.9","25.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-24","8.50",,"0.06","0.0","0.0","53","57","45",,"  310","  330","19.9","25.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-25","9.84",,"0.00","0.0","0.0","51","60","40",,"  310","  300","30.0","36.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-26","12.53",,"0.00","0.0","0.0","47","61","35",,"  300","  310","28.0","38.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-27","3.58",,"0.00","0.0","0.0","51","68","35",,"  250","  230","12.1","18.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-28","10.51",,"0.00","0.0","0.0","62","81","49",,"  160","  160","21.9","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-29","11.86",,"0.00","0.0","0.0","64","73","50",,"  300","  310","21.9","29.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-04-30","8.28",,"0.00","0.0","0.0","56","69","40",,"  300","  330","18.1","25.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-01","6.04",,"0.00","0.0","0.0","59","78","44",,"  150","  150","15.0","17.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-02","6.04",,"0.00","0.0","0.0","64","80","48",,"  350","  360","19.9","23.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-03","5.82",,"0.00","0.0","0.0","63","79","47",,"  320","  350","17.0","23.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-04","7.38",,"0.00","0.0","0.0","67","84","49",,"  220","  170","31.1","44.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-05","12.75",,"0.00","0.0","0.0","67","71","52",,"  340","  330","23.0","30.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-06","12.97",,"0.00","0.0","0.0","54","64","41",,"  320","  330","21.0","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-07","5.82",,"0.25","0.0","0.0","48","51","42",,"  320","  290","16.1","21.0","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-08","7.16",,"0.02","0.0","0.0","53","73","47",,"  300","  310","21.9","25.9","    1",,,,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-09","12.08",,"0.00","0.0","0.0","61","76","45",,"  320","  320","25.1","36.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-10","6.71",,"0.00","0.0","0.0","61","73","43",,"  140","  130","19.9","23.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-11","10.29",,"0.00","0.0","0.0","63","76","51",,"  130","  130","23.0","30.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-12","5.82",,"0.36","0.0","0.0","61","75","46",,"  270","  270","28.0","38.0","    1",,"    1",,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-13","4.70",,"0.00","0.0","0.0","53","65","44",,"  330","  320","14.1","17.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-14","5.82",,"0.00","0.0","0.0","57","72","47",,"  340","  340","15.0","17.0",,,"    1",,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-15","7.83",,"0.19","0.0","0.0","57","59","51",,"  320","  320","17.0","21.0","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-16","16.11",,"0.02","0.0","0.0","55","65","50",,"  300","  290","28.0","33.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-17","5.37",,"0.06","0.0","0.0","58","70","46",,"  170","  180","19.9","23.9","    1",,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-18","3.80",,"0.00","0.0","0.0","58","71","51",,"  180","  180","15.0","21.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-19","4.70",,"0.28","0.0","0.0","60","67","53",,"   80","   80","21.0","23.9","    1",,"    1",,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-20","4.47",,"0.09","0.0","0.0","59","70","54",,"   80","  100","21.0","25.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-21","4.70",,"0.03","0.0","0.0","61","73","52",,"  110","  120","14.1","17.0",,,"    1",,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-22","4.47",,"0.00","0.0","0.0","62","75","51",,"  280","  140","12.1","15.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-23","9.62",,"0.04","0.0","0.0","64","79","54",,"  310","  170","23.9","31.1",,,"    1",,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-24","9.17",,"0.00","0.0","0.0","65","79","54",,"  320","  300","21.9","31.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-25","7.16",,"0.08","0.0","0.0","66","79","54",,"  300","  200","23.0","29.1",,,"    1",,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-26","3.80",,"0.01","0.0","0.0","62","78","51",,"  320","  310","16.1","21.0",,,"    1",,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-27","6.49",,"0.07","0.0","0.0","65","76","54",,"  340","  310","19.9","36.0",,,"    1",,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-28","5.59",,"0.00","0.0","0.0","64","79","49",,"  310","  300","15.0","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-29","9.84",,"0.00","0.0","0.0","71","86","57",,"  170","  160","21.9","30.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-30","6.71",,"0.00","0.0","0.0","74","82","65",,"  290","  300","23.0","32.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-05-31","6.49",,"0.00","0.0","0.0","75","94","57",,"  140","  140","32.0","40.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-01","10.29",,"0.01","0.0","0.0","76","85","60",,"   90","  150","25.1","31.1",,,"    1",,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-02","6.71",,"0.00","0.0","0.0","68","75","56",,"  250","  250","25.1","29.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-03","7.83",,"0.00","0.0","0.0","62","75","50",,"  310","  340","17.0","23.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-04","9.40",,"0.01","0.0","0.0","64","79","51",,"  300","  300","21.0","25.1",,,"    1",,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-05","7.16",,"0.14","0.0","0.0","69","83","54",,"   70","   70","31.1","38.0","    1",,"    1",,,,,"    1",,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-06","8.50",,"0.00","0.0","0.0","71","89","57",,"  150","  160","25.9","32.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-07","4.70",,"0.00","0.0","0.0","75","89","60",,"  140","  270","12.1","16.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-08","5.82",,"0.00","0.0","0.0","80","96","67",,"  140","  310","13.0","16.1",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-09","6.49",,"0.00","0.0","0.0","84","99","70",,"   70","   60","16.1","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-10","4.25",,"0.00","0.0","0.0","79","88","68",,"  330","  320","10.1","13.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-11","9.17",,"0.00","0.0","0.0","75","91","59",,"  320","  330","21.9","25.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-12","11.41",,"0.00","0.0","0.0","76","88","60",,"  320","  310","23.0","28.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-13","7.83",,"0.00","0.0","0.0","70","83","52",,"  350","  340","18.1","21.0",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-14","6.71",,"0.00","0.0","0.0","69","84","50",,"  310","  300","16.1","19.9",,,,,,,,,,
"USW00024131","BOISE AIR TERMINAL, ID US","2015-06-15","6.26",,"0.00","0.0","0.0","72","91","53",,"  330","  130","16.1","19.9",,,,,,,,,,
