tail_num,aircraft_manufacturer,aircraft_model,engine,first_flight
N708FR,Airbus,A321,2 x CFMI CFM56-5B3/P,15/03/2016
N665NK,Airbus,A321,2 x IAE V2533-A5,18/03/2016
N986AN,Airbus,A321,2 x IAE V2533-A5,15/08/2016
N667NK,Airbus,A321,2 x IAE V2533-A5,18/04/2016
N303DN,Airbus,A321,2 x CFMI CFM56-5B3/P,21/04/2016
N160AN,Airbus,A321,2 x IAE V2533-A5,23/03/2016
N987AM,Airbus,A321,2 x IAE V2533-A5,18/08/2016
N161AA,Airbus,A321,2 x IAE V2533-A5,18/04/2016
N709FR,Airbus,A321,2 x CFMI CFM56-5B3/P,23/04/2016
N670NK,Airbus,A321,2 x IAE V2533-A5,06/09/2016
N304DN,Airbus,A321,2 x CFMI CFM56-5B3/P,27/06/2016
N991AU,Airbus,A321,2 x IAE V2533-A5,19/09/2016
N668NK,Airbus,A321,2 x IAE V2533-A5,21/05/2016
N305DN,Airbus,A321,2 x CFMI CFM56-5B3/P,01/06/2016
N988AL,Airbus,A321,2 x IAE V2533-A5,07/06/2016
N992AU,Airbus,A321,2 x IAE V2533-A5,05/10/2016
N306DN,Airbus,A321,2 x CFMI CFM56-5B3/P,06/07/2016
N710FR,Airbus,A321,2 x CFMI CFM56-5B3/P,10/06/2016
N711FR,Airbus,A321,2 x CFMI CFM56-5B3/P,21/06/2016
N993AN,Airbus,A321,2 x IAE V2533-A5,19/10/2016
N712FR,Airbus,A321,2 x CFMI CFM56-5B3/P,28/06/2016
N307DX,Airbus,A321,2 x CFMI CFM56-5B3/P,20/07/2016
N966JT,Airbus,A321,2 x IAE V2533-A5,16/07/2016
N308DN,Airbus,A321,2 x CFMI CFM56-5B3/P,08/08/2016
N671NK,Airbus,A321,2 x IAE V2533-A5,28/10/2016
N967JT,Airbus,A321,2 x IAE V2533-A5,10/08/2016
N309DN,Airbus,A321,2 x CFMI CFM56-5B3/P,12/08/2016
N314DN,Airbus,A321,2 x CFMI CFM56-5B3/P,11/11/2016
N713FR,Airbus,A321,2 x CFMI CFM56-5B3/P,22/08/2016
N310DN,Airbus,A321,2 x CFMI CFM56-5B3/P,06/09/2016
N714FR,Airbus,A321,2 x CFMI CFM56-5B3/P,29/08/2016
N669NK,Airbus,A321,2 x IAE V2533-A5,26/08/2016
N995AN,Airbus,A321,2 x IAE V2533-A5,28/11/2016
N311DN,Airbus,A321,2 x CFMI CFM56-5B3/P,12/09/2016
N968JT,Airbus,A321,2 x IAE V2533-A5,05/09/2016
N989AU,Airbus,A321,2 x IAE V2533-A5,13/09/2016
N996AN,Airbus,A321,2 x IAE V2533-A5,06/12/2016
N715FR,Airbus,A321,2 x CFMI CFM56-5B3/P,21/09/2016
N316DN,Airbus,A321,2 x CFMI CFM56-5B3/P,06/01/2017
N990AU,Airbus,A321,2 x IAE V2533-A5,08/10/2016
N997AA,Airbus,A321,2 x IAE V2533-A5,13/01/2017
N969JT,Airbus,A321,2 x IAE V2533-A5,14/10/2016
N312DN,Airbus,A321,2 x CFMI CFM56-5B3/P,25/10/2016
N317DN,Airbus,A321,2 x CFMI CFM56-5B3/P,30/01/2017
N313DN,Airbus,A321,2 x CFMI CFM56-5B3/P,04/11/2016
N971JT,Airbus,A321,2 x IAE V2533-A5,18/10/2016
N673NK,Airbus,A321,2 x IAE V2533-A5,06/02/2017
N994AN,Airbus,A321,2 x IAE V2533-A5,07/11/2016
N970JB,Airbus,A321,2 x IAE V2533-A5,12/11/2016
N932AM,Airbus,A321,2 x IAE V2533-A5,17/02/2017
N315DN,Airbus,A321,2 x CFMI CFM56-5B3/P,29/11/2016
N318DX,Airbus,A321,2 x CFMI CFM56-5B3/P,03/03/2017
N974JT,Airbus,A321,2 x IAE V2533-A5,03/12/2016
N972JT,Airbus,A321,2 x IAE V2533-A5,08/12/2016
N674NK,Airbus,A321,2 x IAE V2533-A5,17/03/2017
N319DN,Airbus,A321,2 x CFMI CFM56-5B3/P,28/03/2017
N934AA,Airbus,A321,2 x IAE V2533-A5,07/04/2017
N998AN,Airbus,A321,2 x IAE V2533-A5,18/01/2017
N928AM,Airbus,A321,2 x IAE V2533-A5,28/02/2017
N902AA,Airbus,A321,2 x IAE V2533-A5,19/04/2017
N975JT,Airbus,A321,2 x IAE V2533-A5,17/01/2017
N672NK,Airbus,A321,2 x IAE V2533-A5,23/01/2017
N716FR,Airbus,A321,2 x CFMI CFM56-5B3/P,23/01/2017
N929AA,Airbus,A321,2 x IAE V2533-A5,25/01/2017
N976JT,Airbus,A321,2 x IAE V2533-A5,26/01/2017
N717FR,Airbus,A321,2 x CFMI CFM56-5B3/P,31/01/2017
N930AU,Airbus,A321,2 x IAE V2533-A5,06/02/2017
N931AM,Airbus,A321,2 x IAE V2533-A5,09/02/2017
N320DN,Airbus,A321,2 x CFMI CFM56-5B3/P,04/05/2017
N933AM,Airbus,A321,2 x IAE V2533-A5,27/02/2017
N903AA,Airbus,A321,2 x IAE V2533-A5,10/05/2017
N718FR,Airbus,A321,2 x CFMI CFM56-5B3/P,01/03/2017
N978JB,Airbus,A321,2 x IAE V2533-A5,07/03/2017
N921VA,Airbus,A321,2 x CFMI LEAP-1A33,07/04/2017
N321DH,Airbus,A321,2 x CFMI CFM56-5B3/P,27/05/2017
N904AA,Airbus,A321,2 x IAE V2533-A5,02/06/2017
N900UW,Airbus,A321,2 x IAE V2533-A5,29/03/2017
N979JT,Airbus,A321,2 x IAE V2533-A5,06/04/2017
N980JT,Airbus,A321,2 x IAE V2533-A5,19/06/2017
N901AA,Airbus,A321,2 x IAE V2533-A5,10/04/2017
N922VA,Airbus,A321,2 x CFMI LEAP-1A33,12/05/2017
N906AA,Airbus,A321,2 x IAE V2533-A5,29/06/2017
N675NK,Airbus,A321,2 x IAE V2533-A5,02/05/2017
N323DN,Airbus,A321,2 x CFMI CFM56-5B3/P,10/07/2017
N677NK,Airbus,A321,2 x IAE V2533-A5,20/07/2017
N981JT,Airbus,A321,2 x IAE V2533-A5,17/05/2017
N905AU,Airbus,A321,2 x IAE V2533-A5,16/06/2017
N322DN,Airbus,A321,2 x CFMI CFM56-5B3/P,12/06/2017
N325DN,Airbus,A321,2 x CFMI CFM56-5B3/P,02/08/2017
N907AA,Airbus,A321,2 x IAE V2533-A5,15/06/2017
N676NK,Airbus,A321,2 x IAE V2533-A5,28/06/2017
N719FR,Airbus,A321,2 x CFMI CFM56-5B3/P,13/06/2017
N983JT,Airbus,A321,2 x IAE V2533-A5,05/09/2017
N909AM,Airbus,A321,2 x IAE V2533-A5,01/09/2017
N324DX,Airbus,A321,2 x CFMI CFM56-5B3/P,10/07/2017
N759AV,Airbus,A321,2 x CFMI LEAP-1A33,05/09/2017
N908AA,Airbus,A321,2 x IAE V2533-A5,17/07/2017
N327DN,Airbus,A321,2 x CFMI CFM56-5B3/P,15/07/2017
N985JT,Airbus,A321,2 x IAE V2533-A5,28/09/2017
N982JB,Airbus,A321,2 x IAE V2533-A5,09/08/2017
N679NK,Airbus,A321,2 x IAE V2533-A5,16/10/2017
N328DN,Airbus,A321,2 x CFMI CFM56-5B3/P,18/10/2017
N326DN,Airbus,A321,2 x CFMI CFM56-5B3/P,11/09/2017
N761AV,Airbus,A321,2 x CFMI LEAP-1A33,22/09/2017
N720FR,Airbus,A321,2 x CFMI CFM56-5B3/P,02/10/2017
N987JT,Airbus,A321,2 x IAE V2533-A5,02/11/2017
N678NK,Airbus,A321,2 x IAE V2533-A5,21/08/2017
N923VA,Airbus,A321,2 x CFMI LEAP-1A33,23/10/2017
N680NK,Airbus,A321,2 x IAE V2533-A5,26/10/2017
N984JB,Airbus,A321,2 x IAE V2533-A5,04/09/2017
N910AU,Airbus,A321,2 x IAE V2533-A5,04/09/2017
N721FR,Airbus,A321,2 x CFMI CFM56-5B3/P,24/11/2017
N329DN,Airbus,A321,2 x CFMI CFM56-5B3/P,07/11/2017
N330DX,Airbus,A321,2 x CFMI CFM56-5B3/P,21/11/2017
N986JB,Airbus,A321,2 x IAE V2533-A5,27/09/2017
N681NK,Airbus,A321,2 x IAE V2533-A5,16/11/2017
N202HA,Airbus,A321,2 x PW PW1133G,16/10/2017
N989JT,Airbus,A321,2 x IAE V2533-A5,07/12/2017
N534VL,Airbus,A321,2 x PW PW1133G,22/12/2017
N924VA,Airbus,A321,2 x CFMI LEAP-1A33,23/01/2018
N331DN,Airbus,A321,2 x CFMI CFM56-5B3/P,06/12/2017
N988JT,Airbus,A321,2 x IAE V2533-A5,02/11/2017
N682NK,Airbus,A321,2 x IAE V2533-A5,13/12/2017
N204HA,Airbus,A321,2 x PW PW1133G,11/12/2017
N332DN,Airbus,A321,2 x CFMI CFM56-5B3/P,15/12/2017
N990JL,Airbus,A321,2 x IAE V2533-A5,29/11/2017
N991JT,Airbus,A321,2 x IAE V2533-A5,18/12/2017
N925VA,Airbus,A321,2 x CFMI LEAP-1A33,28/11/2017
N333DX,Airbus,A321,2 x CFMI CFM56-5B3/P,13/12/2017
N335DN,Airbus,A321,2 x CFMI CFM56-5B3/P,23/01/2018
N334DN,Airbus,A321,2 x CFMI CFM56-5B3/P,19/12/2017
N684NK,Airbus,A321,2 x IAE V2533-A5,29/01/2018
N336DX,Airbus,A321,2 x CFMI CFM56-5B3/P,06/02/2018
N338DN,Airbus,A321,2 x CFMI CFM56-5B3/P,01/02/2018
N337DN,Airbus,A321,2 x CFMI CFM56-5B3/P,16/02/2018
N535VL,Airbus,A321,2 x PW PW1133G,09/04/2018
N205HA,Airbus,A321,2 x PW PW1133G,26/04/2018
N683NK,Airbus,A321,2 x IAE V2533-A5,06/02/2018
N685NK,Airbus,A321,2 x IAE V2533-A5,23/02/2018
N926VA,Airbus,A321,2 x CFMI LEAP-1A33,20/04/2018
N208HA,Airbus,A321,2 x PW PW1133G,11/09/2018
N927VA,Airbus,A321,2 x CFMI LEAP-1A33,21/03/2018
N339DN,Airbus,A321,2 x CFMI CFM56-5B3/P,09/02/2018
N212HA,Airbus,A321,2 x PW PW1133G,31/05/2018
N341DN,Airbus,A321,2 x CFMI CFM56-5B3/P,05/03/2018
N686NK,Airbus,A321,2 x IAE V2533-A5,08/03/2018
N993JE,Airbus,A321,2 x IAE V2533-A5,15/03/2018
N537VL,Airbus,A321,2 x PW PW1133G,06/07/2018
N214HA,Airbus,A321,2 x PW PW1133G,11/07/2018
N342DN,Airbus,A321,2 x CFMI CFM56-5B3/P,23/02/2018
N687NK,Airbus,A321,2 x IAE V2533-A5,19/03/2018
N344DN,Airbus,A321,2 x CFMI CFM56-5B3/P,02/04/2018
N992JB,Airbus,A321,2 x IAE V2533-A5,27/02/2018
N340DN,Airbus,A321,2 x CFMI CFM56-5B3/P,01/03/2018
N994JL,Airbus,A321,2 x IAE V2533-A5,23/04/2018
N209HA,Airbus,A321,2 x PW PW1133G,14/06/2018
N345DN,Airbus,A321,2 x CFMI CFM56-5B3/P,25/04/2018
N343DN,Airbus,A321,2 x CFMI CFM56-5B3/P,09/05/2018
N350DN,Airbus,A321,2 x CFMI CFM56-5B3/P,04/05/2018
N346DN,Airbus,A321,2 x CFMI CFM56-5B3/P,28/03/2018
N349DX,Airbus,A321,2 x CFMI CFM56-5B3/P,16/05/2018
N213HA,Airbus,A321,2 x PW PW1133G,10/07/2018
N928VA,Airbus,A321,2 x CFMI LEAP-1A33,18/05/2018
N347DN,Airbus,A321,2 x CFMI CFM56-5B3/P,31/05/2018
N351DN,Airbus,A321,2 x CFMI CFM56-5B3/P,21/05/2018
N348DN,Airbus,A321,2 x CFMI CFM56-5B3/P,27/04/2018
N536VL,Airbus,A321,2 x PW PW1133G,24/11/2018
N215HA,Airbus,A321,2 x PW PW1133G,13/06/2018
N356DN,Airbus,A321,2 x CFMI CFM56-5B3/P,12/06/2018
N352DN,Airbus,A321,2 x CFMI CFM56-5B3/P,02/05/2018
N995JL,Airbus,A321,2 x IAE V2533-A5,16/06/2018
N358DN,Airbus,A321,2 x CFMI CFM56-5B3/P,26/06/2018
N353DN,Airbus,A321,2 x CFMI CFM56-5B3/P,18/06/2018
N354DN,Airbus,A321,2 x CFMI CFM56-5B3/P,02/07/2018
N357DN,Airbus,A321,2 x CFMI CFM56-5B3/P,25/06/2018
N996JL,Airbus,A321,2 x IAE V2533-A5,17/07/2018
N355DN,Airbus,A321,2 x CFMI CFM56-5B3/P,20/06/2018
N359DN,Airbus,A321,2 x CFMI CFM56-5B3/P,24/07/2018
N360DN,Airbus,A321,2 x CFMI CFM56-5B3/P,18/08/2018
N361DN,Airbus,A321,2 x CFMI CFM56-5B3/P,23/08/2018
N362DN,Airbus,A321,2 x CFMI CFM56-5B3/P,05/09/2018
N216HA,Airbus,A321,2 x PW PW1133G,10/09/2018
N997JL,Airbus,A321,2 x IAE V2533-A5,13/09/2018
N363DN,Airbus,A321,2 x CFMI CFM56-5B3/P,19/09/2018
N998JE,Airbus,A321,2 x IAE V2533-A5,01/10/2018
N364DX,Airbus,A321,2 x CFMI CFM56-5B3/P,09/10/2018
N365DN,Airbus,A321,2 x CFMI CFM56-5B3/P,30/10/2018
N999JQ,Airbus,A321,2 x IAE V2533-A5,02/11/2018
N217HA,Airbus,A321,2 x PW PW1133G,13/11/2018
N722FR,Airbus,A321,2 x CFMI CFM56-5B3/P,14/11/2018
N973JT,Airbus,A321,2 x IAE V2533-A5,16/11/2018
N542VL,Airbus,A321,2 x PW PW1133G,18/03/2019
N723FR,Airbus,A321,2 x CFMI CFM56-5B3/P,05/12/2018
N977JE,Airbus,A321,2 x IAE V2533-A5,14/12/2018
N400AN,Airbus,A321,2 x CFMI LEAP-1A33,15/01/2019
N366DX,Airbus,A321,2 x CFMI CFM56-5B3/P,10/01/2019
N368DN,Airbus,A321,2 x CFMI CFM56-5B3/P,17/01/2019
N369DN,Airbus,A321,2 x CFMI CFM56-5B3/P,30/01/2019
N401AN,Airbus,A321,2 x CFMI LEAP-1A33,14/03/2019
N367DN,Airbus,A321,2 x CFMI CFM56-5B3/P,25/01/2019
N373DX,Airbus,A321,2 x CFMI CFM56-5B3/P,27/02/2019
N402AN,Airbus,A321,2 x CFMI LEAP-1A32,09/05/2019
N404AN,Airbus,A321,2 x CFMI LEAP-1A33,06/06/2019
N371DN,Airbus,A321,2 x CFMI CFM56-5B3/P,05/02/2019
N218HA,Airbus,A321,2 x PW PW1133G,16/02/2019
N370DN,Airbus,A321,2 x CFMI CFM56-5B3/P,15/02/2019
N403AN,Airbus,A321,2 x CFMI LEAP-1A33,25/05/2019
N405AN,Airbus,A321,2 x CFMI LEAP-1A33,08/10/2019
N372DN,Airbus,A321,2 x CFMI CFM56-5B3/P,04/03/2019
N374DX,Airbus,A321,2 x CFMI CFM56-5B3/P,12/03/2019
N375DN,Airbus,A321,2 x CFMI CFM56-5B3/P,26/03/2019
N929VA,Airbus,A321,2 x CFMI LEAP-1A33,03/06/2019
N378DN,Airbus,A321,2 x CFMI CFM56-5B3/P,10/09/2019
N2002J,Airbus,A321,2 x PW PW1133G,21/06/2019
N930VA,Airbus,A321,2 x CFMI LEAP-1A33,13/06/2019
N406AN,Airbus,A321,2 x CFMI LEAP-1A33,11/07/2019
N382DN,Airbus,A321,2 x CFMI CFM56-5B3/P,25/06/2019
N377DN,Airbus,A321,2 x CFMI CFM56-5B3/P,29/03/2019
N376DN,Airbus,A321,2 x CFMI CFM56-5B3/P,16/04/2019
N381DZ,Airbus,A321,2 x CFMI CFM56-5B3/P,19/04/2019
N220HA,Airbus,A321,2 x PW PW1133G,17/05/2019
N2016J,Airbus,A321,2 x PW PW1133G,27/09/2019
N407AN,Airbus,A321,2 x CFMI LEAP-1A33,07/10/2019
N379DN,Airbus,A321,2 x CFMI CFM56-5B3/P,08/05/2019
N380DN,Airbus,A321,2 x CFMI CFM56-5B3/P,13/05/2019
N383DZ,Airbus,A321,2 x CFMI CFM56-5B3/P,21/05/2019
N386DN,Airbus,A321,2 x CFMI CFM56-5B3/P,12/10/2019
N2017J,Airbus,A321,2 x PW PW1133G,04/11/2019
N384DN,Airbus,A321,2 x CFMI CFM56-5B3/P,29/05/2019
N385DZ,Airbus,A321,2 x CFMI CFM56-5B3/P,06/06/2019
N2039J,Airbus,A321,2 x PW PW1133G,10/02/2020
N387DN,Airbus,A321,2 x CFMI CFM56-5B3/P,01/07/2019
N391DN,Airbus,A321,2 x CFMI CFM56-5B3/P,14/12/2019
N392DN,Airbus,A321,2 x CFMI CFM56-5B3/P,12/07/2019
N388DN,Airbus,A321,2 x CFMI CFM56-5B3/P,25/09/2019
N2029J,Airbus,A321,2 x PW PW1133G,29/10/2019
N389DN,Airbus,A321,2 x CFMI CFM56-5B3/P,12/02/2020
N223HA,Airbus,A321,2 x PW PW1133G,20/09/2019
N390DN,Airbus,A321,2 x CFMI CFM56-5B3/P,08/07/2019
N393DN,Airbus,A321,2 x CFMI CFM56-5B3/P,29/07/2019
N543VL,Airbus,A321,2 x PW PW1133G,01/10/2019
N408AN,Airbus,A321,2 x CFMI LEAP-1A33,23/11/2019
N2027J,Airbus,A321,2 x PW PW1133G,24/12/2019
N394DX,Airbus,A321,2 x CFMI CFM56-5B3/P,19/08/2019
N395DZ,Airbus,A321,2 x CFMI CFM56-5B3/P,22/08/2019
N226HA,Airbus,A321,2 x PW PW1133G,26/08/2019
N396DN,Airbus,A321,2 x CFMI CFM56-5B3/P,06/09/2019
N410AN,Airbus,A321,2 x CFMI LEAP-1A33,18/12/2019
N2038J,Airbus,A321,2 x PW PW1133G,15/11/2019
N397DN,Airbus,A321,2 x CFMI CFM56-5B3/P,16/09/2019
N409AA,Airbus,A321,2 x CFMI LEAP-1A33,10/10/2019
N2043J,Airbus,A321,2 x PW PW1133G,04/03/2020
N227HA,Airbus,A321,2 x PW PW1133G,26/10/2019
N412UW,Airbus,A321,2 x CFMI LEAP-1A33,22/11/2019
N228HA,Airbus,A321,2 x PW PW1133G,03/12/2019
N2047J,Airbus,A321,2 x PW PW1133G,09/03/2020
N411AN,Airbus,A321,2 x CFMI LEAP-1A33,22/02/2020
N414AL,Airbus,A321,2 x CFMI LEAP-1A33,23/01/2020
N398DN,Airbus,A321,2 x CFMI CFM56-5B3/P,07/01/2020
N413AN,Airbus,A321,2 x CFMI LEAP-1A33,22/06/2020
N2048J,Airbus,A321,2 x PW PW1133G,30/04/2020
N415AN,Airbus,A321,2 x CFMI LEAP-1A33,28/01/2020
N101DQ,Airbus,A321,2 x CFMI CFM56-5B3/P,04/02/2020
N416AN,Airbus,A321,2 x CFMI LEAP-1A33,20/02/2020
N102DN,Airbus,A321,2 x CFMI CFM56-5B3/P,02/03/2020
N417AN,Airbus,A321,2 x CFMI LEAP-1A33,11/03/2020
N103DY,Airbus,A321,2 x CFMI CFM56-5B3/P,13/03/2020
N230HA,Airbus,A321,2 x PW PW1133G,26/03/2020
N418AN,Airbus,A321,2 x CFMI LEAP-1A33,12/06/2020
N420AN,Airbus,A321,2 x CFMI LEAP-1A33,17/07/2020
N104DN,Airbus,A321,2 x CFMI CFM56-5B3/P,29/05/2020
N419AN,Airbus,A321,2 x CFMI LEAP-1A33,22/07/2020
N2084J,Airbus,A321,2 x PW PW1133G,14/07/2020
N105DX,Airbus,A321,2 x CFMI CFM56-5B3/P,24/07/2020
N2086J,Airbus,A321,2 x PW PW1133G,01/09/2020
N424AN,Airbus,A321,2 x CFMI LEAP-1A33,27/08/2020
N270AY,Airbus,A330,2 x PW PW4168A,07/03/2000
N271AY,Airbus,A330,2 x PW PW4168A,31/03/2000
N272AY,Airbus,A330,2 x PW PW4168A,06/04/2000
N273AY,Airbus,A330,2 x PW PW4168A,03/05/2000
N274AY,Airbus,A330,2 x PW PW4168A,15/06/2000
N275AY,Airbus,A330,2 x PW PW4168A,15/11/2000
N276AY,Airbus,A330,2 x PW PW4168A,14/12/2000
N277AY,Airbus,A330,2 x PW PW4168A,08/01/2001
N278AY,Airbus,A330,2 x PW PW4168A,12/02/2001
N801NW,Airbus,A330,2 x PW PW4168A,09/01/2003
N802NW,Airbus,A330,2 x PW PW4168A,06/06/2003
N803NW,Airbus,A330,2 x PW PW4168A,29/08/2003
N804NW,Airbus,A330,2 x PW PW4168A,26/09/2003
N805NW,Airbus,A330,2 x PW PW4168A,26/11/2002
N806NW,Airbus,A330,2 x PW PW4168A,10/02/2004
N807NW,Airbus,A330,2 x PW PW4168A,01/03/2004
N808NW,Airbus,A330,2 x PW PW4168A,25/03/2004
N851NW,Airbus,A330,2 x PW PW4168A,08/06/2004
N852NW,Airbus,A330,2 x PW PW4168A,23/07/2004
N853NW,Airbus,A330,2 x PW PW4168A,08/07/2004
N854NW,Airbus,A330,2 x PW PW4168A,26/08/2004
N855NW,Airbus,A330,2 x PW PW4168A,23/07/2004
N856NW,Airbus,A330,2 x PW PW4168A,05/10/2004
N857NW,Airbus,A330,2 x PW PW4168A,06/10/2004
N809NW,Airbus,A330,2 x PW PW4168A,31/03/2004
N810NW,Airbus,A330,2 x PW PW4168A,13/05/2005
N811NW,Airbus,A330,2 x PW PW4168A,21/07/2005
N858NW,Airbus,A330,2 x PW PW4168A,04/01/2006
N859NW,Airbus,A330,2 x PW PW4168A,19/01/2006
N860NW,Airbus,A330,2 x PW PW4168A,10/08/2006
N812NW,Airbus,A330,2 x PW PW4168A,10/10/2006
N861NW,Airbus,A330,2 x PW PW4168A,17/10/2006
N813NW,Airbus,A330,2 x PW PW4168A,30/11/2006
N814NW,Airbus,A330,2 x PW PW4168A,01/12/2006
N815NW,Airbus,A330,2 x PW PW4168A,19/01/2007
N816NW,Airbus,A330,2 x PW PW4168A,14/03/2007
N817NW,Airbus,A330,2 x PW PW4168A,26/04/2007
N818NW,Airbus,A330,2 x PW PW4168A,04/07/2007
N819NW,Airbus,A330,2 x PW PW4168A,10/07/2007
N820NW,Airbus,A330,2 x PW PW4168A,01/08/2007
N821NW,Airbus,A330,2 x PW PW4168A,08/08/2007
N968AV,Airbus,A330,2 x RR Trent 772B-60,07/04/2009
N279AY,Airbus,A330,2 x RR Trent 772B-60,10/04/2009
N819CA,Airbus,A330,2 x RR Trent 772B-60,06/05/2009
N280AY,Airbus,A330,2 x RR Trent 772B-60,04/06/2009
N281AY,Airbus,A330,2 x RR Trent 772B-60,20/08/2009
N282AY,Airbus,A330,2 x RR Trent 772B-60,06/11/2009
N973AV,Airbus,A330,2 x RR Trent 772B-60,18/11/2009
N283AY,Airbus,A330,2 x RR Trent 772B-60,18/11/2009
N284AY,Airbus,A330,2 x RR Trent 772B-60,09/02/2010
N285AY,Airbus,A330,2 x RR Trent 772B-60,01/03/2010
N380HA,Airbus,A330,2 x RR Trent 772B-60,26/03/2010
N381HA,Airbus,A330,2 x RR Trent 772B-60,27/04/2010
N382HA,Airbus,A330,2 x RR Trent 772B-60,25/10/2010
N974AV,Airbus,A330,2 x RR Trent 772B-60,14/02/2011
N383HA,Airbus,A330,2 x RR Trent 772B-60,23/03/2011
N975AV,Airbus,A330,2 x RR Trent 772B-60,27/04/2011
N384HA,Airbus,A330,2 x RR Trent 772B-60,02/09/2011
N279AV,Airbus,A330,2 x RR Trent 772B-60,06/12/2011
N385HA,Airbus,A330,2 x RR Trent 772B-60,24/02/2012
N386HA,Airbus,A330,2 x RR Trent 772B-60,06/04/2012
N388HA,Airbus,A330,2 x RR Trent 772B-60,18/04/2012
N389HA,Airbus,A330,2 x RR Trent 772B-60,30/05/2012
N342AV,Airbus,A330,2 x RR Trent 772B-60,31/08/2012
N803AV,Airbus,A330,2 x RR Trent 772B-60,05/11/2012
N330QT,Airbus,A330,2 x RR Trent 772B-60,30/11/2012
N804AV,Airbus,A330,2 x RR Trent 772B-60,08/01/2013
N331QT,Airbus,A330,2 x RR Trent 772B-60,30/01/2013
N390HA,Airbus,A330,2 x RR Trent 772B-60,18/01/2013
N391HA,Airbus,A330,2 x RR Trent 772B-60,22/03/2013
N280AV,Airbus,A330,2 x RR Trent 772B-60,08/03/2013
N392HA,Airbus,A330,2 x RR Trent 772B-60,22/03/2013
N286AY,Airbus,A330,2 x RR Trent 772B-60,25/04/2013
N287AY,Airbus,A330,2 x RR Trent 772B-60,16/04/2013
N393HA,Airbus,A330,2 x RR Trent 772B-60,03/06/2013
N332QT,Airbus,A330,2 x RR Trent 772B-60,05/06/2013
N288AY,Airbus,A330,2 x RR Trent 772B-60,18/07/2013
N334QT,Airbus,A330,2 x RR Trent 772B-60,30/08/2013
N289AY,Airbus,A330,2 x RR Trent 772B-60,13/08/2013
N395HA,Airbus,A330,2 x RR Trent 772B-60,22/10/2013
N290AY,Airbus,A330,2 x RR Trent 772B-60,26/11/2013
N396HA,Airbus,A330,2 x RR Trent 772B-60,08/01/2014
N399HA,Airbus,A330,2 x RR Trent 772B-60,15/01/2014
N291AY,Airbus,A330,2 x RR Trent 772B-60,31/01/2014
N336QT,Airbus,A330,2 x RR Trent 772B-60,07/03/2014
N370HA,Airbus,A330,2 x RR Trent 772B-60,04/03/2014
N292AY,Airbus,A330,2 x RR Trent 772B-60,10/03/2014
N293AY,Airbus,A330,2 x RR Trent 772B-60,25/04/2014
N373HA,Airbus,A330,2 x RR Trent 772B-60,26/05/2014
N335QT,Airbus,A330,2 x RR Trent 772B-60,06/05/2014
N374HA,Airbus,A330,2 x RR Trent 772B-60,03/09/2014
N375HA,Airbus,A330,2 x RR Trent 772B-60,12/01/2015
N378HA,Airbus,A330,2 x RR Trent 772B-60,17/04/2015
N822NW,Airbus,A330,2 x GE CF6-80E1A4,24/04/2015
N823NW,Airbus,A330,2 x GE CF6-80E1A4,12/01/2015
N824NW,Airbus,A330,2 x GE CF6-80E1A4,05/06/2015
N379HA,Airbus,A330,2 x RR Trent 772B-60,15/09/2015
N825NW,Airbus,A330,2 x GE CF6-80E1A4,01/10/2015
N826NW,Airbus,A330,2 x GE CF6-80E1A4,15/01/2016
N827NW,Airbus,A330,2 x GE CF6-80E1A4,12/04/2016
N828NW,Airbus,A330,2 x GE CF6-80E1A4,11/05/2016
N829NW,Airbus,A330,2 x GE CF6-80E1A4,07/06/2016
N360HA,Airbus,A330,2 x RR Trent 772B-60,24/05/2016
N830NW,Airbus,A330,2 x GE CF6-80E1A4,17/01/2017
N831NW,Airbus,A330,2 x GE CF6-80E1A4,14/03/2017
N361HA,Airbus,A330,2 x RR Trent 772B-60,16/09/2017
N401DZ,Airbus,A330,2 x RR Trent 7000-72,07/05/2019
N402DX,Airbus,A330,2 x RR Trent 7000-72,28/05/2019
N403DX,Airbus,A330,2 x RR Trent 7000-72,31/07/2019
N404DX,Airbus,A330,2 x RR Trent 7000-72,13/09/2019
N405DX,Airbus,A330,2 x RR Trent 7000-72,07/11/2019
N406DX,Airbus,A330,2 x RR Trent 7000-72,06/04/2020
N407DX,Airbus,A330,2 x RR Trent 7000-72,03/03/2020
N408DX,Airbus,A330,2 x RR Trent 7000-72,07/09/2020
N501DN,Airbus,A350,2 x RR Trent XWB,24/05/2017
N502DN,Airbus,A350,2 x RR Trent XWB,20/07/2017
N503DN,Airbus,A350,2 x RR Trent XWB,22/09/2017
N504DN,Airbus,A350,2 x RR Trent XWB,11/11/2017
N505DN,Airbus,A350,2 x RR Trent XWB,07/11/2017
N506DN,Airbus,A350,2 x RR Trent XWB,06/12/2017
N507DN,Airbus,A350,2 x RR Trent XWB,05/01/2018
N508DN,Airbus,A350,2 x RR Trent XWB,07/02/2018
N509DN,Airbus,A350,2 x RR Trent XWB,14/03/2018
N510DN,Airbus,A350,2 x RR Trent XWB,25/04/2018
N511DN,Airbus,A350,2 x RR Trent XWB,14/05/2018
N512DN,Airbus,A350,2 x RR Trent XWB,14/12/2018
N513DZ,Airbus,A350,2 x RR Trent XWB,08/01/2019
N514DN,Airbus,A350,2 x RR Trent XWB,05/03/2020
