"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-12","12.97",,"0.02","0.0","0.0","46","58","39","  320","  330","25.1","31.1","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-13","14.32",,"0.00","0.0","0.0","53","67","43","  120","  120","21.9","30.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-14","11.63",,"0.34","0.0","0.0","55","57","51","  110","  100","21.0","27.1","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-15","5.59",,"0.00","0.0","0.0","57","67","53","   80","   10","10.1","19.0","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-16","12.53",,"0.06","0.0","0.0","65","76","58","  130","  150","25.1","30.0","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-17","18.34",,"0.08","0.0","0.0","70","74","48","  220","  220","38.0","50.1","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-18","18.12",,"0.00","0.0","0.0","48","48","40","  240","  250","28.0","38.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-19","7.16",,"0.00","0.0","0.0","45","57","37","  360","  320","18.1","27.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-20","4.92",,"0.00","0.0","0.0","52","62","41","  290","  360","15.0","19.9","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-21","9.40",,"0.00","0.0","0.0","58","74","45","  320","  320","21.0","28.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-22","3.58",,"0.00","0.0","0.0","62","75","46","  140","  130","12.1","16.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-23","6.04",,"0.00","0.0","0.0","64","73","51","   40","   10","15.0","21.9",,,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-24","9.40",,"0.52","0.0","0.0","62","64","58","  110","  110","19.9","21.9","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-25","10.07",,"0.16","0.0","0.0","61","73","57","  230","  230","19.9","25.9","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-26","6.26",,"0.59","0.0","0.0","61","63","57","  360","   20","12.1","19.9","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-27","5.82",,"0.00","0.0","0.0","65","84","55","  260","  240","15.0","19.9","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-28","9.84",,"0.00","0.0","0.0","74","84","62","  170","  170","23.9","30.0",,,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-29","10.74",,"0.54","0.0","0.0","70","72","54","  350","  350","21.9","29.1","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-30","12.75",,"0.00","0.0","0.0","55","64","47","   10","   30","23.9","34.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-05-31","9.17",,"0.00","0.0","0.0","54","63","44","  110","   60","15.0","21.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-01","9.62",,"0.00","0.0","0.0","59","69","52","  140","  130","18.1","21.9",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-02","12.30",,"0.00","0.0","0.0","64","76","54","  160","  150","21.9","30.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-03","8.72",,"0.75","0.0","0.0","66","67","62","  170","  160","17.0","21.0","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-04","5.59",,"0.00","0.0","0.0","65","75","62","  300","  340","13.0","15.0","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-05","8.72",,"0.00","0.0","0.0","67","75","61","   90","   80","14.1","21.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-06","13.42",,"0.69","0.0","0.0","68","79","59","  170","  160","25.1","33.1","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-07","10.07",,"0.06","0.0","0.0","74","83","66","  300","  340","19.9","23.9","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-08","7.38",,"0.00","0.0","0.0","71","81","61","  320","  320","19.9","25.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-09","5.59",,"0.00","0.0","0.0","76","92","63","  240","  240","21.0","27.1",,,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-10","8.28",,"0.00","0.0","0.0","75","79","62","  320","  320","21.0","27.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-11","10.07",,"0.30","0.0","0.0","65","67","58","   50","   90","18.1","23.9","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-12","10.07",,"0.00","0.0","0.0","65","79","53","   70","   50","19.9","25.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-13","7.16",,"0.07","0.0","0.0","66","71","60","  110","  100","13.0","17.0","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-14","5.14",,"0.00","0.0","0.0","71","85","62","  250","  350","13.0","18.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-15","10.96",,"0.00","0.0","0.0","74","78","64","  330","   20","19.9","28.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-16","7.61",,"0.00","0.0","0.0","66","72","55","   20","   10","18.1","28.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-17","8.05",,"0.87","0.0","0.0","67","79","60","  320","  360","16.1","21.9","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-18","8.05",,"0.00","0.0","0.0","69","79","61","  330","   10","15.0","30.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-19","9.84",,"0.00","0.0","0.0","69","79","59","  150","  140","16.1","21.9",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-20","9.84",,"0.43","0.0","0.0","74","82","63","  150","  270","21.0","25.1","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-21","5.82",,"0.00","0.0","0.0","75","86","62","  270","  270","15.0","19.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-22","12.53",,"0.95","0.0","0.0","75","82","64","   90","  100","32.0","38.0","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-23","7.38",,"0.00","0.0","0.0","70","79","60","  230","  310","15.0","19.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-24","5.37",,"0.00","0.0","0.0","72","78","62","  160","  160","14.1","21.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-25","5.59",,"0.00","0.0","0.0","73","82","63","  360","   30","15.0","25.9","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-26","5.82",,"0.06","0.0","0.0","72","81","63","   50","   50","18.1","25.1",,,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-27","5.14",,"0.02","0.0","0.0","71","83","60","  220","  250","15.0","19.0","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-28","6.26",,"0.09","0.0","0.0","71","82","64","   40","   40","25.1","30.0","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-29","5.82",,"0.11","0.0","0.0","72","83","65","   90","   60","23.9","32.0","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-06-30","7.16",,"0.00","0.0","0.0","69","77","62","   40","  360","13.0","23.9","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-01","5.82",,"0.00","0.0","0.0","65","73","59","   80","   90","12.1","16.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-02","3.58",,"0.00","0.0","0.0","67","77","56","  140","  160","12.1","15.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-03","5.82",,"0.00","0.0","0.0","71","80","60","  230","  220","13.0","17.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-04","5.59",,"0.00","0.0","0.0","75","85","65","  200","  180","13.0","18.1",,,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-05","12.30",,"0.04","0.0","0.0","77","88","66","  170","  180","23.0","29.1","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-06","11.63",,"2.83","0.0","0.0","73","76","58","  350","   10","25.1","32.0","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-07","8.50",,"0.00","0.0","0.0","63","72","54","   40","   20","17.0","29.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-08","5.14",,"0.00","0.0","0.0","65","73","57","  170","  170","15.0","23.9",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-09","5.37",,"0.00","0.0","0.0","70","81","60","  230","  240","13.0","16.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-10","6.71",,"0.00","0.0","0.0","75","85","65","  220","  190","16.1","21.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-11","10.07",,"0.00","0.0","0.0","76","82","67","  160","  150","17.0","21.9",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-12","10.96",,"1.89","0.0","0.0","77","89","65","  360","  330","33.1","42.9","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-13","9.17",,"0.00","0.0","0.0","76","87","66","  270","  270","21.9","29.1",,,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-14","9.62",,"0.00","0.0","0.0","77","84","67","   80","   20","17.0","30.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-15","7.61",,"0.01","0.0","0.0","72","81","63","  120","  170","14.1","17.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-16","8.05",,"0.16","0.0","0.0","71","72","66","  130","  130","18.1","23.0","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-17","4.92",,"0.62","0.0","0.0","74","90","65","  250","  260","36.9","46.1","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-18","12.30",,"0.25","0.0","0.0","79","88","68","  310","  310","45.0","59.9","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-19","10.07",,"0.00","0.0","0.0","74","84","64","  250","  240","21.0","35.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-20","11.41",,"0.00","0.0","0.0","76","81","64","  300","  300","25.1","30.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-21","7.83",,"0.00","0.0","0.0","71","81","61","  270","  260","15.0","21.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-22","6.26",,"0.00","0.0","0.0","74","82","66","  250","  260","13.0","19.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-23","8.50",,"0.00","0.0","0.0","76","84","67","  170","  140","17.0","21.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-24","10.96",,"0.23","0.0","0.0","77","88","68","  120","  130","21.0","25.1","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-25","5.82",,"0.00","0.0","0.0","78","86","69","  200","  200","12.1","16.1",,,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-26","8.28",,"0.00","0.0","0.0","79","87","72","  110","  110","17.0","19.9",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-27","10.29",,"0.00","0.0","0.0","79","86","71","  120","  150","18.1","21.9",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-28","12.30",,"1.29","0.0","0.0","78","84","70","  280","  150","21.0","29.1","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-29","16.11",,"0.00","0.0","0.0","75","82","66","  270","  290","31.1","42.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-30","10.96",,"0.00","0.0","0.0","75","85","63","  270","  270","23.0","29.1",,,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-07-31","12.53",,"0.00","0.0","0.0","76","82","65","  320","  300","28.0","34.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-01","6.26",,"0.00","0.0","0.0","76","86","66","  230","  230","18.1","25.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-02","13.65",,"0.00","0.0","0.0","79","84","66","  310","  290","25.9","32.0",,,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-03","9.62",,"0.00","0.0","0.0","71","80","60","  270","  270","21.0","27.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-04","6.93",,"0.00","0.0","0.0","71","82","58","  270","  270","15.0","23.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-05","5.37",,"0.00","0.0","0.0","73","82","61","  160","  160","13.0","15.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-06","9.40",,"0.24","0.0","0.0","70","74","64","  170","  180","21.0","28.0","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-07","9.40",,"0.43","0.0","0.0","74","84","69","  170","  340","17.0","27.1","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-08","8.50",,"0.01","0.0","0.0","72","80","67","  120","  130","15.0","19.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-09","4.92",,"0.06","0.0","0.0","74","82","69","  310","   10","18.1","23.0","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-10","8.50",,"0.00","0.0","0.0","73","82","66","  320","  310","19.9","25.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-11","5.82",,"0.00","0.0","0.0","73","82","62","   20","   20","14.1","21.9",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-12","6.93",,"0.00","0.0","0.0","74","85","64","  210","  210","18.1","25.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-13","9.17",,"0.05","0.0","0.0","78","85","71","  170","  220","18.1","23.9","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-14","5.82",,"0.00","0.0","0.0","80","94","71","  260","  270","14.1","19.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-15","8.50",,"0.00","0.0","0.0","83","91","73","  170","  160","17.0","23.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-16","9.17",,"0.51","0.0","0.0","78","82","69","  190","  190","14.1","21.9","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-17","7.61",,"0.08","0.0","0.0","69","74","63","   40","  360","12.1","21.9",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-18","9.62",,"0.92","0.0","0.0","64","67","63","   70","   90","17.0","21.9","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-19","10.51",,"0.10","0.0","0.0","62","65","56","  300","  300","25.1","30.0","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-20","11.18",,"0.00","0.0","0.0","62","74","53","  280","  270","21.9","28.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-21","10.29",,"0.00","0.0","0.0","68","81","59","  190","  180","19.9","28.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-22","17.67",,"0.59","0.0","0.0","74","82","63","  160","  160","35.1","47.0","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-23","17.67",,"0.00","0.0","0.0","64","70","57","  260","  270","27.1","38.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-24","15.21",,"0.00","0.0","0.0","61","67","54","  300","  300","28.0","36.9",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-25","10.51",,"0.00","0.0","0.0","64","74","53","  300","  300","18.1","31.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-26","3.58",,"0.00","0.0","0.0","63","75","51","  150","  200","8.9","12.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-27","8.50",,"0.00","0.0","0.0","67","76","59","  170","  180","17.0","21.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-28","8.05",,"0.00","0.0","0.0","69","76","59","  160","  170","19.9","27.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-29","4.92",,"0.00","0.0","0.0","63","74","56","  110","  150","10.1","14.1","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-30","8.72",,"0.00","0.0","0.0","69","81","62","  170","  170","15.0","19.0","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-08-31","9.40",,"0.00","0.0","0.0","73","86","63","  190","  190","19.9","28.0","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-01","5.59",,"0.00","0.0","0.0","78","86","69","  140","  140","12.1","15.0","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-02","8.50",,"0.23","0.0","0.0","76","78","69","  230","  230","21.0","28.0","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-03","10.29",,"0.00","0.0","0.0","74","84","67","  100","  100","16.1","19.0","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-04","11.18",,"0.00","0.0","0.0","78","89","71","  120","  130","18.1","23.9","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-05","10.96",,"0.01","0.0","0.0","81","89","75","  190","  200","21.9","32.0","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-06","9.84",,"0.73","0.0","0.0","80","83","70","  160","  150","21.0","32.0","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-07","7.38",,"0.00","0.0","0.0","75","82","67","   30","   30","15.0","23.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-08","9.40",,"0.13","0.0","0.0","72","78","60","  290","  290","19.9","23.9","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-09","4.70",,"0.28","0.0","0.0","63","71","56","  310","  310","28.0","36.0","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-10","8.50",,"0.02","0.0","0.0","64","71","54","  320","  310","19.9","25.9","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-11","7.38",,"0.00","0.0","0.0","57","64","48","  360","   10","18.1","27.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-12","3.80",,"0.00","0.0","0.0","57","69","47","  270","  280","13.0","15.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-13","9.84",,"0.00","0.0","0.0","62","75","52","  170","  170","18.1","25.1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-14","11.18",,"0.01","0.0","0.0","69","83","58","  170","  170","18.1","23.9",,,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-15","16.55",,"0.00","0.0","0.0","76","87","66","  160","  160","30.0","38.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-16","14.32",,"0.08","0.0","0.0","75","84","65","  170","  170","25.9","33.1",,,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-17","10.07",,"2.37","0.0","0.0","75","78","60","  300","  310","21.0","28.0","    1",,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-18","6.49",,"0.37","0.0","0.0","60","61","53","   20","  360","17.0","23.0","    1",,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-19","6.49",,"0.00","0.0","0.0","57","69","48","  240","  230","14.1","19.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-20","8.28",,"0.11","0.0","0.0","60","72","50","  160","  150","21.9","27.1",,,"    1",,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-21","11.86",,"0.00","0.0","0.0","65","81","55","  170","  150","23.0","28.0",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-22","6.26",,"0.00","0.0","0.0","69","74","64","  350","   20","15.0","25.1","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-23","6.04",,"0.06","0.0","0.0","68","76","62","  220","  230","15.0","21.0","    1",,"    1",,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-24","6.49",,"0.25","0.0","0.0","66","67","64","  110","  120","12.1","14.1","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-25","4.92",,"0.00","0.0","0.0","68","78","61","   70","   60","13.0","19.9","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-26","7.16",,"0.00","0.0","0.0","67","78","58","  170","  170","16.1","19.9","    1",,,,,,"    1",
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","2015-09-27","10.74",,"0.00","0.0","0.0","70","82","59","  170","  200","19.9","25.1",,,,,,,,
